,Title,Book-Author,Image-URL-M_x,tags
8205,The Unicorn Dancer,R.A.V. Salsitz,http://images.amazon.com/images/P/0451143930.01.MZZZZZZZ.jpg,"['fantasy', 'unicorns', 'r.a.v.salsitz', 'unicorn', 'dancer', '#1']"
8206,Dark Star,Marcia Muller,http://images.amazon.com/images/P/037326058X.01.MZZZZZZZ.jpg,"['science', 'fiction', 'dystopia', 'young', 'adult', 'fiction', 'action', 'romance', 'marciamuller', 'the', 'rosie', 'black', 'chronicles', '#3']"
8210,Orion,Ben Bova,http://images.amazon.com/images/P/0749303182.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'fantasy', 'time', 'travel', 'audiobook', 'science', 'fiction', 'fantasy', 'adventure', 'alternate', 'history', 'collections', 'novels', 'benbova', 'orion', '#1']"
8213,Pigeon Post,Arthur Ransome,http://images.amazon.com/images/P/087923864X.01.MZZZZZZZ.jpg,"['fiction', 'childrens', 'adventure', 'young', 'adult', 'classics', 'historical', 'fiction', 'british', 'literature', 'middle', 'grade', 'juvenile', 'novels', 'arthurransome', 'swallows', 'and', 'amazons', '#6']"
8214,Sweet Surrender,Catherine Coulter,http://images.amazon.com/images/P/0451142004.01.MZZZZZZZ.jpg,"['romance', 'erotica', 'bdsm', 'contemporary', 'romance', 'erotic', 'romance', 'contemporary', 'adult', 'menage', 'fiction', 'suspense', 'catherinecoulter', 'sweet', '#1']"
8216,The Compass Rose,Ursula K. Le Guin,http://images.amazon.com/images/P/0061056073.01.MZZZZZZZ.jpg,"['fantasy', 'romance', 'fiction', 'fantasy', 'romance', 'high', 'fantasy', 'science', 'fiction', 'fantasy', 'polyamory', 'paranormal', 'adult', 'demons', 'ursulak.leguin', 'one', 'rose', 'trilogy', '#1']"
8218,Bewitched,Constance O'Day-Flannery,http://images.amazon.com/images/P/0821749609.01.MZZZZZZZ.jpg,"['erotica', 'fantasy', 'romance', 'paranormal', 'paranormal', 'romance', ""constanceo'day-flannery"", 'the', 'seraphine', 'chronicles', '#2']"
8221,The Double Eagle,Stephen Brook,http://images.amazon.com/images/P/0241125421.01.MZZZZZZZ.jpg,"['thriller', 'fiction', 'mystery', 'adventure', 'crime', 'mystery', 'thriller', 'action', 'suspense', 'historical', 'fiction', 'novels', 'stephenbrook', 'tom', 'kirk', '#1']"
8222,Separation,Dan Franck,http://images.amazon.com/images/P/067975444X.01.MZZZZZZZ.jpg,"['romance', 'dark', 'erotica', 'bdsm', 'contemporary', 'contemporary', 'romance', 'adult', 'erotic', 'romance', 'new', 'adult', 'drama', 'danfranck', 'the', 'kane', 'trilogy', '#2']"
8223,The Ladies of Covington Send Their Love,Joan Medlicott,http://images.amazon.com/images/P/031225329X.01.MZZZZZZZ.jpg,"['fiction', 'chick', 'lit', 'adult', 'southern', 'womens', 'fiction', 'contemporary', 'realistic', 'fiction', 'novels', 'romance', 'womens', 'joanmedlicott', 'ladies', 'of', 'covington', '#1']"
8224,A World Lost,Wendell Berry,http://images.amazon.com/images/P/1887178228.01.MZZZZZZZ.jpg,"['fiction', 'novels', 'historical', 'fiction', 'literary', 'fiction', 'southern', 'adult', 'fiction', 'classics', 'literature', 'american', 'fiction', 'audiobook', 'wendellberry', 'port', 'william']"
8225,Three Hearts and Three Lions,Poul Anderson,http://images.amazon.com/images/P/0671721860.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'science', 'fiction', 'classics', 'time', 'travel', 'science', 'fiction', 'fantasy', 'sword', 'and', 'sorcery', 'adventure', 'epic', 'fantasy', 'high', 'fantasy', 'poulanderson', 'operation', 'otherworld', '#2.5']"
8227,Reflection,Diane Chamberlain,http://images.amazon.com/images/P/0061093963.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'retellings', 'fiction', 'fairy', 'tales', 'young', 'adult', 'fantasy', 'romance', 'adventure', 'mythology', 'fairy', 'tale', 'retellings', 'dianechamberlain', 'a', 'twisted', 'tale', '#4']"
8228,The Voyages of Doctor Dolittle,Hugh Lofting,http://images.amazon.com/images/P/0440700140.01.MZZZZZZZ.jpg,"['fantasy', 'classics', 'childrens', 'fiction', 'adventure', 'animals', 'young', 'adult', 'middle', 'grade', 'juvenile', 'travel', 'hughlofting', 'doctor', 'dolittle', '#2']"
8230,3rd Degree,James Patterson,http://images.amazon.com/images/P/0316603570.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'mystery', 'thriller', 'murder', 'mystery', 'audiobook', 'detective', 'adult', 'jamespatterson', ""women's"", 'murder', 'club', '#3']"
8233,Dark Champion,Jo Beverley,http://images.amazon.com/images/P/0451207661.01.MZZZZZZZ.jpg,"['historical', 'romance', 'romance', 'medieval', 'historical', 'medieval', 'romance', 'historical', 'fiction', 'british', 'literature', 'fiction', 'm', 'f', 'romance', '12th', 'century', 'jobeverley', 'medieval', 'lords/dark', 'champion', '#2']"
8234,The Black Unicorn,Terry Brooks,http://images.amazon.com/images/P/0345335279.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'science', 'fiction', 'fantasy', 'magic', 'humor', 'adventure', 'high', 'fantasy', 'epic', 'fantasy', 'young', 'adult', 'unicorns', 'terrybrooks', 'magic', 'kingdom', 'of', 'landover', '#2']"
8235,The Choiring of the Trees,Donald Harington,http://images.amazon.com/images/P/0151175500.01.MZZZZZZZ.jpg,"['fiction', 'historical', 'fiction', 'american', 'southern', 'donaldharington', 'stay', 'more', '#5']"
8236,False Pretenses,Catherine Coulter,http://images.amazon.com/images/P/0451199685.01.MZZZZZZZ.jpg,"['christian', 'fiction', 'mystery', 'christian', 'fiction', 'suspense', 'contemporary', 'thriller', 'mystery', 'thriller', 'romance', 'romantic', 'suspense', 'catherinecoulter', 'secrets', 'of', 'roux', 'river', 'bayou', '#1']"
8239,The Cat Who Lived High,Lilian Jackson Braun,http://images.amazon.com/images/P/0399135545.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'cats', 'cozy', 'mystery', 'animals', 'crime', 'mystery', 'thriller', 'detective', 'humor', 'adult', 'lilianjacksonbraun', 'the', 'cat', 'who', '#11']"
8241,The Tolkien Reader,J. R. R. Tolkien,http://images.amazon.com/images/P/0345255852.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'short', 'stories', 'poetry', 'classics', 'science', 'fiction', 'fantasy', 'essays', 'literature', 'anthologies', 'reference', 'j.r.r.tolkien', 'middle-earth', 'universe']"
8244,Shattered Dreams,Charlotte Fedders,http://images.amazon.com/images/P/0440201713.01.MZZZZZZZ.jpg,"['young', 'adult', 'paranormal', 'fantasy', 'romance', 'mystery', 'supernatural', 'teen', 'fiction', 'ghosts', 'contemporary', 'charlottefedders', 'midnight', 'dragonfly', '#1']"
8245,The Cop Next Door,Jenna Mills,http://images.amazon.com/images/P/0373272510.01.MZZZZZZZ.jpg,"['erotica', 'short', 'stories', 'contemporary', 'bdsm', 'erotic', 'romance', 'jennamills', 'f.u.c', 'series']"
8246,Standoff,Sandra Brown,http://images.amazon.com/images/P/0446527017.01.MZZZZZZZ.jpg,"['paranormal', 'romance', 'paranormal', 'romance', 'shapeshifters', 'erotica', 'werewolves', 'erotic', 'romance', 'adult', 'contemporary', 'fantasy', 'sandrabrown', 'cascadia', 'wolves', '#4']"
8249,Mrs. Jeffries Sweeps the Chimney,Emily Brightwell,http://images.amazon.com/images/P/0425193918.01.MZZZZZZZ.jpg,"['mystery', 'cozy', 'mystery', 'fiction', 'historical', 'historical', 'fiction', 'historical', 'mystery', 'british', 'literature', 'mystery', 'thriller', '19th', 'century', 'crime', 'emilybrightwell', 'mrs', 'jeffries', '#18']"
8250,Doubletake,Sutton Miller,http://images.amazon.com/images/P/0743300580.01.MZZZZZZZ.jpg,"['urban', 'fantasy', 'fantasy', 'paranormal', 'fiction', 'vampires', 'urban', 'supernatural', 'adult', 'horror', 'demons', 'suttonmiller', 'cal', 'leandros', '#7']"
8251,Violet,Lauren Royal,http://images.amazon.com/images/P/0451206886.01.MZZZZZZZ.jpg,"['', 'laurenroyal', 'magical', 'romance', '#1']"
8254,Reverence,Terence Blacker,http://images.amazon.com/images/P/074752436X.01.MZZZZZZZ.jpg,"['paranormal', 'young', 'adult', 'romance', 'fantasy', 'paranormal', 'romance', 'supernatural', 'novella', 'magic', 'short', 'stories', 'new', 'adult', 'terenceblacker', 'significance', 'series', '#3.5']"
8255,The Downing Street Years,Margaret Thatcher,http://images.amazon.com/images/P/1559948477.01.MZZZZZZZ.jpg,"['biography', 'politics', 'nonfiction', 'history', 'autobiography', 'memoir', 'british', 'literature', 'biography', 'memoir', 'historical', 'military', 'fiction', 'margaretthatcher', 'margaret', ""thatcher's"", 'memoirs', '#2']"
8258,Sacred Ground,Mercedes Lackey,http://images.amazon.com/images/P/0812519655.01.MZZZZZZZ.jpg,"['fantasy', 'adventure', 'urban', 'fantasy', 'fiction', 'action', 'audiobook', 'paranormal', 'mystery', 'mercedeslackey', 'rogue', 'angel', '#23']"
8261,Sweet Obsession,Kathy Jones,http://images.amazon.com/images/P/0821732331.01.MZZZZZZZ.jpg,"['romance', 'contemporary', 'contemporary', 'romance', 'new', 'adult', 'humor', 'adult', 'erotica', 'erotic', 'romance', 'amazon', 'fiction', 'kathyjones', 'sweet', 'addiction', '#3']"
8262,Nobody Knows,Mary Jane Clark,http://images.amazon.com/images/P/0312983832.01.MZZZZZZZ.jpg,"['new', 'adult', 'romance', 'music', 'contemporary', 'romance', 'contemporary', 'musicians', 'maryjaneclark', 'razes', 'hell', '#1']"
8264,Elric at the End of Time,Michael Moorcock,http://images.amazon.com/images/P/0886770408.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'sword', 'and', 'sorcery', 'dark', 'fantasy', 'science', 'fiction', 'fantasy', 'science', 'fiction', 'short', 'stories', 'high', 'fantasy', 'epic', 'british', 'literature', 'michaelmoorcock', 'the', 'elric', 'saga', '#7']"
8265,Reprisal,F. Paul Wilson,http://images.amazon.com/images/P/0515105899.01.MZZZZZZZ.jpg,"['horror', 'thriller', 'fiction', 'fantasy', 'urban', 'fantasy', 'supernatural', 'novels', 'science', 'fiction', 'crime', 'adventure', 'f.paulwilson', 'adversary', 'cycle', '#5']"
8267,The Holy Spirit,Billy Graham,http://images.amazon.com/images/P/0849900050.01.MZZZZZZZ.jpg,"['theology', 'christian', 'nonfiction', 'christianity', 'reference', 'faith', 'religion', 'christian', 'non', 'fiction', 'spirituality', 'billygraham', 'contours', 'of', 'christian', 'theology', '#6']"
8268,Leaving Home,Garrison Keillor,http://images.amazon.com/images/P/0451821971.01.MZZZZZZZ.jpg,"['fiction', 'humor', 'short', 'stories', 'american', 'literature', 'contemporary', 'essays', 'anthologies', 'novels', 'adult', 'fiction', 'garrisonkeillor', 'lake', 'wobegon', '#2']"
8274,Funeral in Blue,Anne Perry,http://images.amazon.com/images/P/0345440021.01.MZZZZZZZ.jpg,"['mystery', 'historical', 'fiction', 'historical', 'mystery', 'fiction', 'historical', 'crime', 'victorian', 'british', 'literature', 'mystery', 'thriller', '19th', 'century', 'anneperry', 'william', 'monk', '#12']"
8275,Goldilocks,Ed McBain,http://images.amazon.com/images/P/0446603058.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'detective', 'murder', 'mystery', 'mystery', 'thriller', 'fairy', 'tale', 'retellings', 'edmcbain', 'matthew', 'hope', '#1']"
8279,The Rainbow Trail,Zane Grey,http://images.amazon.com/images/P/0061000809.01.MZZZZZZZ.jpg,"['westerns', 'fiction', 'historical', 'fiction', 'classics', 'romance', 'adventure', 'historical', 'zanegrey', 'riders', 'of', 'the', 'purple', 'sage', '#2']"
8281,Surrender in Moonlight,Jennifer Blake,http://images.amazon.com/images/P/1585861677.01.MZZZZZZZ.jpg,"['paranormal', 'romance', 'jenniferblake', 'knossos', 'west', '#2']"
8284,"Jonathan Barrett, Gentleman Vampire",P. N. Elrod,http://images.amazon.com/images/P/1568651880.01.MZZZZZZZ.jpg,"['fantasy', 'vampires', 'urban', 'fantasy', 'science', 'fiction', 'fantasy', 'fiction', 'paranormal', 'p.n.elrod', 'jonathan', 'barrett', 'gentleman', 'vampire', '#1-4']"
8285,Doctor No,Ian Fleming,http://images.amazon.com/images/P/0425086798.01.MZZZZZZZ.jpg,"['fiction', 'thriller', 'espionage', 'adventure', 'mystery', 'classics', 'mystery', 'thriller', 'spy', 'thriller', 'crime', 'action', 'ianfleming', 'james', 'bond', 'original', 'series', '#6']"
8286,Zero Hour,Benjamin E. Miller,http://images.amazon.com/images/P/0451410009.01.MZZZZZZZ.jpg,"['young', 'adult', 'science', 'fiction', 'fiction', 'adventure', 'action', 'superheroes', 'espionage', 'fantasy', 'childrens', 'mystery', 'benjamine.miller', 'h.i.v.e', '#6']"
8287,Escape Velocity,Christopher Stasheff,http://images.amazon.com/images/P/0441215998.01.MZZZZZZZ.jpg,"['science', 'fiction', 'young', 'adult', 'adventure', 'fiction', 'action', 'fantasy', 'mystery', 'espionage', 'childrens', 'middle', 'grade', 'christopherstasheff', 'h.i.v.e', '#3']"
8290,Twin of Ice,Jude Deveraux,http://images.amazon.com/images/P/0671739719.01.MZZZZZZZ.jpg,"['romance', 'historical', 'romance', 'historical', 'historical', 'fiction', 'fiction', 'westerns', 'adult', 'chick', 'lit', 'western', 'romance', 'adult', 'fiction', 'judedeveraux', 'montgomery/taggert', 'publication', 'order', '#6']"
8291,The Ghost and Mrs. Jeffries,Emily Brightwell,http://images.amazon.com/images/P/0425139492.01.MZZZZZZZ.jpg,"['mystery', 'cozy', 'mystery', 'historical', 'fiction', 'historical', 'mystery', 'fiction', 'historical', 'crime', 'audiobook', 'victorian', 'british', 'literature', 'emilybrightwell', 'mrs', 'jeffries', '#3']"
8292,The Business of Dying,Simon Kernick,http://images.amazon.com/images/P/0312314019.01.MZZZZZZZ.jpg,"['crime', 'thriller', 'fiction', 'mystery', 'british', 'literature', 'suspense', 'detective', 'mystery', 'thriller', 'noir', 'police', 'simonkernick', 'dennis', 'milne', '#1']"
8293,Seduced,Pamela Britton,http://images.amazon.com/images/P/0446611298.01.MZZZZZZZ.jpg,"['romance', 'erotica', 'contemporary', 'romance', 'contemporary', 'bdsm', 'erotic', 'romance', 'adult', 'new', 'adult', 'fiction', 'suspense', 'pamelabritton', 'surrender', '#3']"
8298,The Queen and I,Sue Townsend,http://images.amazon.com/images/P/1569470154.01.MZZZZZZZ.jpg,"['fiction', 'humor', 'british', 'literature', 'comedy', 'contemporary', 'novels', 'chick', 'lit', 'young', 'adult', 'modern', 'historical', 'fiction', 'suetownsend', 'the', 'queen', 'and', 'i', '#1']"
8300,Black Orchid,Dave McKean,http://images.amazon.com/images/P/0930289552.01.MZZZZZZZ.jpg,"['graphic', 'novels', 'comics', 'fantasy', 'fiction', 'graphic', 'novels', 'comics', 'comic', 'book', 'superheroes', 'science', 'fiction', 'dc', 'comics', 'urban', 'fantasy', 'davemckean', 'black', 'orchid', '#prestige']"
8303,Once a Princess,Johanna Lindsey,http://images.amazon.com/images/P/0380756250.01.MZZZZZZZ.jpg,"['historical', 'romance', 'romance', 'historical', 'historical', 'fiction', 'fiction', 'adult', 'regency', 'beauty', 'and', 'the', 'beast', 'adventure', 'regency', 'romance', 'johannalindsey', ""cardinia's"", 'royalty', '#1']"
8304,Stolen Ecstasy,Janelle Taylor,http://images.amazon.com/images/P/0821716212.01.MZZZZZZZ.jpg,"['romance', 'historical', 'romance', 'historical', 'western', 'romance', 'westerns', 'native', 'americans', 'janelletaylor', 'gray', 'eagle', '#6']"
8306,Unnatural Death,Dorothy L. Sayers,http://images.amazon.com/images/P/0380007940.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'british', 'literature', 'classics', 'detective', 'mystery', 'thriller', 'audiobook', 'historical', 'fiction', 'historical', 'dorothyl.sayers', 'lord', 'peter', 'wimsey', '#3']"
8308,The Letter of Marque,Patrick O'Brian,http://images.amazon.com/images/P/0393309053.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'historical', 'adventure', 'audiobook', 'war', 'military', 'fiction', 'action', 'maritime', 'novels', ""patricko'brian"", 'aubrey', '&', 'maturin', '#12']"
8309,Asterix and Cleopatra,R. Goscinny,http://images.amazon.com/images/P/0340172207.01.MZZZZZZZ.jpg,"['comics', 'graphic', 'novels', 'bande', 'dessinée', 'fiction', 'humor', 'france', 'historical', 'fiction', 'graphic', 'novels', 'comics', 'childrens', 'comic', 'book', 'r.goscinny', 'astérix', '#6']"
8310,Gifts,Jo-ann Power,http://images.amazon.com/images/P/067152996X.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'fiction', 'magic', 'science', 'fiction', 'science', 'fiction', 'fantasy', 'high', 'fantasy', 'teen', 'speculative', 'fiction', 'young', 'adult', 'fantasy', 'jo-annpower', 'annals', 'of', 'the', 'western', 'shore', '#1']"
8311,Timepiece,Richard Paul Evans,http://images.amazon.com/images/P/0671008978.01.MZZZZZZZ.jpg,"['christmas', 'fiction', 'christian', 'fiction', 'historical', 'fiction', 'romance', 'adult', 'fiction', 'inspirational', 'holiday', 'adult', 'christian', 'richardpaulevans', 'the', 'christmas', 'box', 'trilogy', '#2']"
8312,Charmed Circle,Carol Smith,http://images.amazon.com/images/P/0446522384.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'fantasy', 'witches', 'chick', 'lit', 'magic', 'paranormal', 'cozy', 'mystery', 'crime', 'witchcraft', 'carolsmith', 'cass', 'shipton', '#2']"
8315,Blood Relatives,Ed McBain,http://images.amazon.com/images/P/0451118545.01.MZZZZZZZ.jpg,"['mystery', 'crime', 'fiction', 'police', 'detective', 'mystery', 'thriller', 'thriller', 'suspense', 'edmcbain', '87th', 'precinct', '#30']"
8316,The Last Crossing,Guy Vanderhaeghe,http://images.amazon.com/images/P/087113912X.01.MZZZZZZZ.jpg,"['fiction', 'historical', 'fiction', 'westerns', 'canada', 'historical', 'canadian', 'literature', '19th', 'century', 'novels', 'literary', 'fiction', 'literature', 'guyvanderhaeghe', 'frontier', 'trilogy', '#2']"
8317,Obasan,Joy Kogawa,http://images.amazon.com/images/P/0140067779.01.MZZZZZZZ.jpg,"['fiction', 'historical', 'fiction', 'canada', 'japan', 'historical', 'school', 'world', 'war', 'ii', 'canadian', 'literature', 'classics', 'war', 'joykogawa', 'obasan', '#1']"
8321,Fletch,Gregory McDonald,http://images.amazon.com/images/P/0380006456.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'humor', 'novels', 'mystery', 'thriller', 'detective', 'thriller', 'comedy', 'american', 'gregorymcdonald', 'fletch', '#1']"
8322,With,Donald Harington,http://images.amazon.com/images/P/1592640508.01.MZZZZZZZ.jpg,"['fiction', 'fantasy', 'magical', 'realism', 'animals', 'novels', 'donaldharington', 'stay', 'more', '#10']"
8323,Gift Horse,Betty Levin,http://images.amazon.com/images/P/0688146988.01.MZZZZZZZ.jpg,"['horses', 'childrens', 'middle', 'grade', 'young', 'adult', 'animals', 'realistic', 'fiction', 'fiction', 'bettylevin', 'saddle', 'club', '#40']"
8324,The Cat Who Said Cheese,Lilian Jackson Braun,http://images.amazon.com/images/P/0399140751.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'cats', 'cozy', 'mystery', 'animals', 'crime', 'audiobook', 'mystery', 'thriller', 'adult', 'fiction', 'adult', 'lilianjacksonbraun', 'the', 'cat', 'who', '#18']"
8326,Catacombs,John Farris,http://images.amazon.com/images/P/0440115809.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fantasy', 'cats', 'fiction', 'animals', 'science', 'fiction', 'fantasy', 'young', 'adult', 'speculative', 'fiction', 'adventure', 'space', 'johnfarris', 'tales', 'of', 'the', 'barque', 'cats', '#2']"
8327,Mrs. Jeffries Dusts for Clues,Emily Brightwell,http://images.amazon.com/images/P/042513704X.01.MZZZZZZZ.jpg,"['mystery', 'historical', 'fiction', 'cozy', 'mystery', 'fiction', 'historical', 'mystery', 'historical', 'audiobook', 'crime', 'british', 'literature', 'victorian', 'emilybrightwell', 'mrs', 'jeffries', '#2']"
8328,A Jest of God,MARGARET LAURENCE,http://images.amazon.com/images/P/0771099886.01.MZZZZZZZ.jpg,"['fiction', 'canada', 'classics', 'canadian', 'literature', 'literary', 'fiction', 'literature', 'adult', 'fiction', 'novels', 'womens', 'contemporary', 'margaretlaurence', 'manawaka', 'sequence']"
8329,Dark Lord of Derkholm,Diana Wynne Jones,http://images.amazon.com/images/P/0064473368.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'fiction', 'humor', 'magic', 'dragons', 'adventure', 'high', 'fantasy', 'young', 'adult', 'fantasy', 'childrens', 'dianawynnejones', 'derkholm', '#1']"
8331,"Always Outnumbered, Always Outgunned",Walter Mosley,http://images.amazon.com/images/P/0393045390.01.MZZZZZZZ.jpg,"['fiction', 'short', 'stories', 'mystery', 'african', 'american', 'crime', 'literature', 'mystery', 'thriller', 'american', 'audiobook', 'literary', 'fiction', 'waltermosley', 'socrates', 'fortlow', '#1']"
8332,The Deed,Lynsay Sands,http://images.amazon.com/images/P/084394224X.01.MZZZZZZZ.jpg,"['historical', 'romance', 'romance', 'historical', 'medieval', 'medieval', 'romance', 'historical', 'fiction', 'humor', 'fiction', 'adult', 'british', 'literature', 'lynsaysands', 'deed', '#1']"
8334,Perfect Strangers,Rebecca Sinclair,http://images.amazon.com/images/P/0821752669.01.MZZZZZZZ.jpg,"['young', 'adult', 'romance', 'chick', 'lit', 'contemporary', 'teen', 'fiction', 'realistic', 'fiction', 'love', 'young', 'adult', 'romance', 'rebeccasinclair', 'love', 'letters', '#1']"
8336,The Founding,Cynthia Harrod-Eagles,http://images.amazon.com/images/P/0440126770.01.MZZZZZZZ.jpg,"['science', 'fiction', '40k', 'fiction', 'fantasy', 'novels', 'war', 'military', 'fiction', 'science', 'fiction', 'fantasy', 'military', 'science', 'fiction', 'horror', 'cynthiaharrod-eagles', ""gaunt's"", 'ghosts', '#1-3']"
8337,"Mary, Mary",Evan Hunter,http://images.amazon.com/images/P/0446600547.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'mystery', 'thriller', 'detective', 'murder', 'mystery', 'adult', 'audiobook', 'evanhunter', 'alex', 'cross', '#11']"
8340,The Language of Threads,Gail Tsukiyama,http://images.amazon.com/images/P/0312203764.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'china', 'asia', 'asian', 'literature', 'historical', 'novels', 'japan', 'adult', 'fiction', 'war', 'gailtsukiyama', 'women', 'of', 'the', 'silk', '#2']"
8341,Long Time No See,Susan Isaacs,http://images.amazon.com/images/P/0061030430.01.MZZZZZZZ.jpg,"['mystery', 'crime', 'fiction', 'detective', 'mystery', 'thriller', 'thriller', 'murder', 'mystery', 'suspense', 'police', 'susanisaacs', '87th', 'precinct', '#32']"
8343,The Headless Cupid,ZILPHA KEATLEY SNYDER,http://images.amazon.com/images/P/0440435072.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'childrens', 'young', 'adult', 'fantasy', 'middle', 'grade', 'ghosts', 'horror', 'juvenile', 'supernatural', 'zilphakeatleysnyder', 'stanley', 'family', '#1']"
8344,Love and War,John Jakes,http://images.amazon.com/images/P/0440150167.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'civil', 'war', 'historical', 'war', 'romance', 'classics', 'historical', 'romance', 'southern', 'adult', 'johnjakes', 'north', 'and', 'south', '#2']"
8347,The Black Lyon,Jude Deveraux,http://images.amazon.com/images/P/0380812061.01.MZZZZZZZ.jpg,"['romance', 'historical', 'romance', 'historical', 'medieval', 'historical', 'fiction', 'fiction', 'medieval', 'romance', 'adult', 'british', 'literature', 'chick', 'lit', 'judedeveraux', 'montgomery/taggert', 'publication', 'order', '#1']"
8349,Blood Sisters,Mark Manley,http://images.amazon.com/images/P/0441067999.01.MZZZZZZZ.jpg,"['africa', 'fiction', 'historical', 'fiction', 'romance', 'kenya', 'novels', 'roman', 'drama', 'relationships', 'markmanley', 'the', 'langani', 'trilogy', '#1']"
8352,Cousin Bette,Honore de Balzac,http://images.amazon.com/images/P/0140266941.01.MZZZZZZZ.jpg,"['classics', 'fiction', 'france', 'french', 'literature', '19th', 'century', 'literature', 'novels', 'classic', 'literature', 'historical', 'fiction', 'literary', 'fiction', 'honoredebalzac', 'la', 'comédie', 'humaine', '#56']"
8353,Thunderball,Ian Fleming,http://images.amazon.com/images/P/042505344X.01.MZZZZZZZ.jpg,"['fiction', 'thriller', 'espionage', 'adventure', 'mystery', 'spy', 'thriller', 'mystery', 'thriller', 'classics', 'action', 'british', 'literature', 'ianfleming', 'james', 'bond', 'original', 'series', '#9']"
8356,The Old Silent,Martha Grimes,http://images.amazon.com/images/P/0440204925.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'british', 'literature', 'mystery', 'thriller', 'detective', 'cozy', 'mystery', 'thriller', 'police', 'adventure', 'marthagrimes', 'richard', 'jury', '#10']"
8358,Swan Lake,Mark Helprin,http://images.amazon.com/images/P/0395498589.01.MZZZZZZZ.jpg,"['fiction', 'fantasy', 'picture', 'books', 'childrens', 'fairy', 'tales', 'classics', 'art', 'young', 'adult', 'retellings', 'fairy', 'tale', 'retellings', 'markhelprin', 'a', 'kingdom', 'far', 'and', 'clear:', 'the', 'swan', 'lake', 'trilogy', '#1']"
8359,Distant Shores,KRISTIN HANNAH,http://images.amazon.com/images/P/034545071X.01.MZZZZZZZ.jpg,"['star', 'trek', 'science', 'fiction', 'star', 'trek', 'voyager', 'fiction', 'short', 'stories', 'science', 'fiction', 'fantasy', 'anthologies', 'kristinhannah', 'star', 'trek:', 'voyager']"
8362,Mountain Laurel,Jude Deveraux,http://images.amazon.com/images/P/0671689762.01.MZZZZZZZ.jpg,"['romance', 'historical', 'romance', 'historical', 'fiction', 'westerns', 'historical', 'fiction', 'adult', 'chick', 'lit', 'western', 'romance', 'm', 'f', 'romance', 'judedeveraux', 'montgomery/taggert', 'publication', 'order', '#15']"
8364,The Inspector and Mrs. Jeffries,Emily Brightwell,http://images.amazon.com/images/P/0425136221.01.MZZZZZZZ.jpg,"['mystery', 'cozy', 'mystery', 'historical', 'fiction', 'fiction', 'historical', 'historical', 'mystery', 'audiobook', 'british', 'literature', 'victorian', 'crime', 'emilybrightwell', 'mrs', 'jeffries', '#1']"
8365,The Ship Who Searched,Anne McCaffrey,http://images.amazon.com/images/P/0671721291.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fantasy', 'fiction', 'science', 'fiction', 'fantasy', 'space', 'opera', 'romance', 'adult', 'space', 'novels', 'speculative', 'fiction', 'annemccaffrey', 'brainship', '#3']"
8366,Third Girl,Agatha Christie,http://images.amazon.com/images/P/0671542125.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'classics', 'detective', 'mystery', 'thriller', 'british', 'literature', 'audiobook', 'murder', 'mystery', 'thriller', 'agathachristie', 'hercule', 'poirot', '#38']"
8368,Fool for Love,Eloisa James,http://images.amazon.com/images/P/0060508116.01.MZZZZZZZ.jpg,"['romance', 'contemporary', 'romance', 'contemporary', 'chick', 'lit', 'fiction', 'adult', 'family', 'amazon', 'love', 'm', 'f', 'romance', 'eloisajames', 'gansett', 'island', '#2']"
8369,Tales from Moominvalley,Tove Jansson,http://images.amazon.com/images/P/0374474133.01.MZZZZZZZ.jpg,"['fantasy', 'childrens', 'fiction', 'short', 'stories', 'classics', 'finnish', 'literature', 'scandinavian', 'literature', 'middle', 'grade', 'adventure', 'swedish', 'literature', 'tovejansson', 'mumintrollen', '#7']"
